  4470 vectors within the range 119.98 120.02
  -29   10  116     28   84  -81    -0.443076   0.706602
  -29   41 -109     -3 -112  -43     0.715647  -0.125521
  -29   41  109    -34   -4 -115     0.020890  -0.831887
  -29  109  -41    114  -27   26     0.330617   3.024833
  -29  109   41     26  100  -61     0.842296   0.635904
  -29  116  -10     27  -77  -88    -0.923382   0.653290
  -29  116   10    109   29   41    -0.378916   2.891440
  -28 -111  -36    -33   96  -64    -0.577532  -0.795018
  -28 -111   36     72  -89   36     0.126398   1.822801
  -28  -84  -81    -53  -62   88    -0.177337  -1.355163
  -28  -84   81     38  108  -36    -0.510477   0.978696
  -28  -83  -82    109  -49  -11     1.159033   2.857378
  -28  -83   82     -6   98  -69    -1.968919  -0.198574
  -28  -82  -83     41 -109  -29     0.085889   1.023697
  -28  -82   83     83  -25  -83    -0.771252   2.151129
  -28  -81  -84     84   28  -81    -1.779162   2.213208
  -28  -81   84    -17   85   83    -0.428423  -0.441502
  -28  -36 -111    -63   -5  102     0.584974  -1.588489
  -28  -36  111     15   -4  119    -0.015328   0.406647
  -28   36 -111     10 -104   59     0.039019   0.288218
  -28   36  111     78   85   33    -1.797010   2.014455
  -28   81  -84    -60   20  102    -0.757223  -1.506998
  -28   81   84    -96   72   -1    -0.789166  -2.531567
  -28   82  -83     55   83   67     0.117830   1.408046
  -28   82   83    -80   80  -40    -0.413478  -2.039650
  -28   83  -82     20 -109   46    -0.013585   0.473935
  -28   83   82    -12  -53  107     0.074994  -0.371543
  -28   84  -81    -77    2  -92     1.075255  -1.948002
  -28   84   81    -28   81   84    -1.125742  -0.689283
  -28  111  -36     -1 -120    0    -0.498522  -0.051462
  -28  111   36    120    0   -2    -1.989992   3.129551
  -27 -114  -26    -40  -16  112     0.190806  -1.001354
  -27 -114   26    -83  -28  -82    -2.805967  -2.163572
  -27 -113  -30    -20   46 -109     0.785103  -0.482428
  -27 -113   30    -16  112   40    -0.108527  -0.419238
  -27  -88  -77    -66   91  -42     0.089565  -1.660067
  -27  -88   77   -101  -51  -40     1.483470  -2.687208
  -27  -77  -88      3  105   58    -0.791522   0.123368
  -27  -77   88     -6 -114  -37     0.863857  -0.254754
  -27  -30 -113    -28  111   36     0.122416  -0.677965
  -27  -30  113    112   -3   43     0.233418   2.979448
  -27  -26 -114     45   91   64    -0.943748   1.174443
  -27  -26  114     64  -91   45    -1.045159   1.607063
  -27   26 -114    -31   96   65     0.442778  -0.759233
  -27   26  114    -60   52   90     0.627647  -1.505214
  -27   30 -113     64   96  -33    -0.416001   1.639648
  -27   30  113     36   38  108     0.146259   0.904643
  -27   77  -88     90  -26  -75     0.536164   2.412712
  -27   77   88     23  108   47     0.086334   0.580533
  -27   88  -77     69  -98   -6    -2.063756   1.757771
  -27   88   77     85   17  -83     0.848377   2.260524
  -27  113  -30    -25  -83  -83    -2.204334  -0.598174
  -27  113   30    -38 -108  -36    -1.587940  -0.979746
  -27  114  -26    -42   66   91    -0.386180  -1.061132
  -27  114   26   -109  -50   -4     1.030917  -2.908314
  -26 -117   -6    -57   96   44     0.707847  -1.431080
  -26 -117    6     64   96  -33    -0.271157   1.639812
  -26 -114  -27     57  -50   93    -0.418737   1.444631
  -26 -114   27     48   71  -84    -0.603971   1.230987
  -26 -100  -61    120    0    0     0.661879   3.132832
  -26 -100   61    -79   40  -81     0.754836  -2.025752
  -26  -90  -75    -52 -102   36     0.038884  -1.333769
  -26  -90   75      5 -106   56    -0.349202   0.162391
  -26  -75  -90    -37 -112   22     1.207433  -0.953108
  -26  -75   90     63  -32  -97    -1.086090   1.583136
  -26  -61 -100    -20  -46 -109    -0.589288  -0.491557
  -26  -61  100    109  -20  -46    -0.274422   2.873901
  -26  -27 -114    -48   66  -88    -0.545305  -1.224079
  -26  -27  114     88   48   66    -0.316838   2.363221
  -26   -6 -117     91  -61  -49    -0.587928   2.435186
  -26   -6  117    -46   20 -109    -0.709499  -1.182157
  -26    6 -117    -45   42 -103     0.914060  -1.166462
  -26    6  117    -61   91  -49     0.483810  -1.525448
  -26   27 -114  ithin t117119.n th  0.077339  -0.601169within the r nge 119 43   7  ph85 kx   k206980   1.101811within th61 -10      6z   82  -5k     0.1234ge 111.761230  -3     0.1 7312   -11  -4927399 kx   ky488kz     338594within th75  -9    ange 1-    hin th -1 935653  -3.043922  98     1.32 094    70
 -924     ph  12816688   0 921126within th094 -0.237-10.3285  -1120   -1.667428
 -1.7690s within th094  046  -2.  -156
 -120   -1.0026467717   -57 -117    7312 -1.27 -12   -08
 -16
 - -1 425278
 -0.879705 -20    -0.90-1.27478167719n th320    0.14686  ph1.60414  -20    -.677170
 119.9    0  1256   0..567360
 - ky 2407  73    -0.37     6260   -0n th-20   -2 189768
 -1.41044   -3    20.02
   kx  96
 - 2469    x   ky1425.4782.56959   67    -0.496 20    0.1473z   90
    0  267923  0.32175 withi.3288    0.64
 -18  2.9722.903   12 1236  -10.95980 -111    -0.64 487   -723  8.4564  -1  0   053470 ve79394 -111 .2370.640487  --120  .246908
    9216467z   3.14085   82    -1.092273  -24470 v   -020   11  7911z   0   113  -21 6771   --719  -9852  120        -9221923.8261.53297ey   e   -0.82 278  -  .45634  1.20   -2 9963in th0    69  -58 6771278 -0.960  9.96023659620   -1  135995  2.63457 -111     0.05 823  -3..328ik
 --62  -20.8383.500107 1721 -117 .4560.053823  --   phik
 -120   114 0800.8261.08606   34    0518  547   180
 -    -.559   4 6666336592.31515 -117     0.826278  -1.833156
 -119  -10.5843     78 2356   31    7557  278  -2295      1120    0  80073
 -0.65548   82 310583
 -419   477
 -   -1320   -2 3390119  2.77261   98     0.30 778  --119  120  36
 -  4 5401.36591.95115   86     4 ran.9726  78
      1487   10.5969    -52-44 1  -93     0.0 2463   1094  in t6046  -11  065312  2.4  -6  -58 .4170.082463   14.23742082420    0  55077
 -1  -743   -3     0.043002   -    136
 -       4  181120 -72 21553 105     0.309778  -1..02
   kx120   -1 57597   -5780208  -78    -0.722451  --120 3.045477
 - -6  8790.9090.17155   98 8
 -0.02-119   3.045-120  278  -20.9889kz   92  498 withi    1.18 119   -6   -50082420    1.0708     1.51035 -117     18
 -319   1     96
 -.771  11  1955.23702   30  -78    -1.69 035   -120  36
 -117  -209  40.67711.31280    0 .696035 -0.795 -118 -78720819  -109 6689z     85806   40    -2.9 -119  --119  -    018   -6 0316     2   -04 -111     95   0.737 -119 -0.960119    4 0693120  4  -461ey   e    1.2  0.6778141
 -36
 -119   -0.788669
 -1   045   31    763712966   0.246255
 -120      ex690.6400.08724  -58     1.6  0.6778-117  .4812523  -10.2934   -10   507   41   9503946750         r    252   01   260.02
0.67255   86 .795039 2989  -2117 -8   -752  -22    70.4562.28118   31    -1.696035   0119  17
  520   -0.485 4470-85 9133   89   02682  039   1119 -.507596
 -  66 4135    5768535   31    -0.182843   2    7557        15  03578
 -1.55588  -85     0.737637   1.212441
 2989  -21.0 40     3808876 -108 .147193  -17  -1120  .4511     -15  0934    5736978  105    -1.177827   2    646
 -273  -20.7681    -0.70232   82    -12
 -119   -4   -59  -118   21  365.04515  9965   31     1.74 725   -0.335    -120    1 4732    -11 -114ey   e3659.057-119    827  21
 -966   04   29    -4722570 withi    0.24-117   -13
 -.0290117    4  65996
 -22   29  -72    -.198617
 
 -116  2     17   15 5  6 .6960.06238   98    -0.770.1039-2.9964    9778  - 32 -150.24826   84   82    -0    0.3747096
 2096ange 119 -3 3680     052   8  23    -0.32-117  -1    -1.177256  - 92  62     9  -530   52 6
 -119 -2.8302037
 496
 -.2469015  180118  0   376  -20 6
 -119  678  -1827 -1.17-117   12.2039035  0.25902 -120   46725 -115  -394
 -117 2.8424  -3 295120  2.36489   47     725 nge 119.         -117   -6 5259     1   883   43   77256 -1.9783     -.8424119   12.0850     1.74741  -54    -0.58110
 - -         -    - -55 9020.0536   180   47    1.7595694  -0.1986.040279
 -  66 924    -73  679  -67    -.751455
   0.    .9988.7031  71 70879
 -2.04272  -21 189950
 -115  -3117 -116 496
 - -553447.13385   266   23    2096 -115  -336
 -    1118    4   28     734 0    -20    975
 -678  -125
 -116  .996  -26 834116  1.73722  -68     1.905537  --     .4313117  - 27 6   4   7744070    0 .3134.320245  --120      6     -29  33903
 22  -409   41     0.53-117  -651
 -3    016  -29 46881.0931.32266   89 .093430  0.3139924
2673
 2.81   34  271ik
 -1.24161   86 .093430  531   1   -10.319514  -37 1401.43020.35393  -67    -0.248531  -1036599       - -31  609.431-2.68355  -79     2.830729  -0.6
 -116  120   15  -50kz   49 3047   40     1.746725   0.003006
 -118   -1.1496.44990.68780  -84    -0.752096  -0.156972
 -117    6 6632     1.86196  -89    -1.177256  -151
 -117  120   -69  83117 26   -37  -52     0.978334  -178
 -02
 -114   26  352    -56  834  -17 0
 -.3659914   -25
 -114  451  -16  -098    5275210   46     0.01276
 
 -117 2.730-116   22.14774    3860032 -111 0
 -13
 -174  -0.3403120  652   00.88300.20-16 0422  -53    -0.23 041  -0119  25
 -951  -26   53967710.38963  -82 0
 -117 0.24404635
 178
 -120   -1 5656.76261.77630    0 0
 -117  423   0.8
 -1.640418    6 0507.99641   -54  -78 .90980
 -117    0.011.0030119  --4  -0828
 -2.94968  -84    -0.33528
 728815 1    -120   -3.3511117  1.18304   50   32041 -0.728 -65
 -117  595   32   140.29-4  21 6  -91    -2.6 -114   -0.576649 2.0812 -27 857.19593.93112   98    -2.156352  -2.040279
 0245  -16   02     0   002   40    -0.7 -114  -2120       750   1-1  933    80 6671   71    -11390205  -1.9999849  -14  -26  724     99  553  -68   1276
 -114  -2.538-119 306
 - -27 372114  2.52008  105    -0.676289   180
 -118 178
  -15  823119  84  419   50   28815 -120   -0.7288    514  -21 2713295  2.90465  -21 .47810
 -117  -2.649341
 -118    83 240    27  4748  -84     0.293608  -1.830358
 -114  -213   0    -80  551 -118    -0.406423   0.7
 -10
 -114   20.9693.241 -6 4299 -107   93608  423   -115  .8424    - -63 752035  1.96101  -21 8
 -114 2041  -141
 -11746750   20.7286114  9  -182 -107   -1.2598719  -151
 -1    118  -15     43    5 7290   61 3
 -1.011750   12.830729  117   11.6543     2.61752   96    -0.05-113  --112  1.465304  -20.6261119  0  -838ey   18
 -1   -217  --0.752096  117    41 795     22  728  -52     1.00 043   -0.134694  112  -37 4951    26  8381   66    -87
 -116   0.0131.507540
 - -72 712.63246   664   82    -0.6 7757   -113  90
 -117   27  771120  1   73s with    157787757   2.805530
 -115    0.0956    -2   154   82    -0.185561  -1.2120.254141
 --37  9  31 -30  7716   98     1.004043   -115   8
 -114   21 0237117  1.94826 -108    -1.631577   136
 -1.406119   11  874    -2  -117   -30.203120 -118   091
 2.1975119   -24 480    -09  -07  -84    -1.62-116  - .045477
 -120   15  69-119  1.42901 -118     0   -017  -290
 -117  115   -1.251477
 -26  -15 -101     1.22865
 --0.468353
 -119    4 34561.2204  -546  -91     14
 -112    .903528
 -120   -10  -8   -11  -377   95    -1.12-120  -0.241-120   19  -15  3 0     09  145   170.02
1.125167   2114     -1113  -27 1840     2.03761  -55     0.69-120   -    583
 -119  -10.3585      097934  -81    865
 0949  -2.63490.319114  -311 -13    -2  -43   -15    -1.674602   -116-1     116   12   387   -5628866 -107    -1.625573  1228
 -114  120    2 700711
 -1.87622 -107    -1.835967  -0.00300   -020   -1   17119  0.69823   731.3716.40687
 82972
 0.5821750   153  78     9164561    9     0.61164
   -0.826     0.472-10  -22.996403  738  -76    -0.826114  -279
 -117  112  -41.1927     1.8 -11  -55    -0.02 157   2112  .1330.4683 21    6.53832    82  -7763
 -114 -114   3     0.38903
 - 10   2003
 -3  -706    563
 -114  117   2     1.647410   11  -45     0.55923  -55 02909    050   2.235999105113   30 1588    -0.89932  -68     0.0 -117   2.50759    012   43 1525.24194  -697   32112  0.000639   2..111057  117  -26  064.559872  673   30    -0.1 -119  -1ik
 -.868679
   30  -23    -6786585  -91 .3743.736652  -8     0.141471  -019  38.77140  -662   -6    2646  114   3256  .5001114   27 3207    10820796   35     0.022157   239
 -11214476   30   850.2371   798  -84    -0.382646        -0.826278  --4  -63114  1   302  -21     0.619258   -6.32807
 -115   -4    e114 37  -358    669
 -119  506    0.203     0.85   2  102    -3.07682   901.647482  -17  -2     094  398   01.6227    11.33101   98     0.177.5149-2.03420.13-111  -20 18770.3192.45040  -44 .647410 2.3001     -2.730887
    43 722.86861.29420  -76 .647410  409  -170
 -1.229515   34  362312  57  188   530.356     0.737 1.011417
 563
   27  4 -16   43 - -22 -77     0.351860   2.328179
 0.0133  26 0541.366 7  336 -114119  -.108989   1.340867
 -112   -1.2643    -379499 ey        0.5 4365  -0.430206
 7122   109 251     4341287   81    226764365  --117  -        - -1   43118  2.70794   49   42267 4365  --0.440720   11   28   -7    -5761361  -84    -6.339956  -113
 -117 -119   22     98  34  9729    9     1.357550   2.90352    720   -2 -11 123  7   344   -60.351860 8409  -1     .058330
    79  43    -6402623  112     0.110409  -1    -97
 -114  -21  -81    -1  -152   40    -0.177987    -602979
 -120   -19  -00.67-2  3061  -84     1.041267  -01.220949 4    --16  -70     6723186  -7232
 -0.248518        2463   11   28 0382    -37  980    4    -0.54-112   -111  34
 -114   347  6738
 -27 -15   -44     58
 -114  -0.68309   -612    3 5130    -81  9-7   95    -1.785537  -1     30
 -112   42  -45     2865510  -44    758
 -114   747
 -.238413
 -1-4  -0028
 - ky 546 -107    -1.015537  -2.7308     611   28 0771    -12 6998  -21 40416.549493  --112  .340869
 - -64 47478
 -2.47-11  -49    -1.03-112  -758
 -51
 -114    51 605   -21  -877  110     16
 -185  -0..677827 -115  -34 7636.216108 4381  -66    -1.051577   1.570394
  114  -37 603396
 -2  -218   56 8
 -1084222
 -12128  -   -      -55 00-120  77  854   -6    -0.18-117   2    -120   14  -27 60  78   91 8386  117 517090
 -149  -1    -109  110    0 491064
 -1.8-44    81 8
 -114  417   -0.406449   11  -12 7896     -47  30   77 8
 -18364012   37365990
76289   10.1107    -6933102   52    -0.21972
 -1874
 -.842438
 -128    27   27   165  -91    -5    094   1.9
 -1652793
 x   ky 50111  2.30-72   96     0.0 0.2419 -1.789.5598112   -3 31051.27-60  036   890.6192.824814  -297
 -112 0822   2-3  41.88981.38305   86    -0.355405   01.093430 -117   -6  -31    -5410921  -84 .6625.377056   -0.826119  119  -11.0468    -47 7116  -35     0.241471  -0.26821.133172   0 4  350.5771.43974  -96     0.032983   0.705793
 -112   -2 4416     733 108    6     0.6 0.24190544
 -27
 1750   44   1385
 -2.89165   64     0.211985        0.1135116  -29 8321    -1.40064    2     0.691502  -0.013328
 -116  -10 1417    26   170   61     0.045417   -114       .4313 109 268    -2   421  -48 156972
 -417   2112     phi11  -36 1535.23599   28   -83    -0.186434   1.6155   -1113  -30  -11    -2.58086   88     0.282789  -1.8686 4460113   27  001    120  28    10    -1.052644   1    -0.549493  - 80  -114 -29   579   41    -0.481577   1.8
 -120   11   12 7  6     2809144  -96 .50877
 -113   3.444250
 -111  -31  -81     26 17rs with     0.14-114  -2041      -0.728 43  474     0  -467  -92.812673
 -120    111  64
 -113  -26  -66     56 5859   98 812673
 -112   451
 -109   09  -29 4010119  6  -206  117    -0.625591   1.2
 -117  120    1 5  737
 -1   -19   81     1.394602    0.4562   -1.11  37   24     53 3800   46     2.672337   1.7
 -11
 -109  -36 7247312  1.54780  -44 6
 -112  167   2120   156972
 -1 57  06      783210    0.628426
 -109   -114 0.164109
  -44  -01    -2.74381  -54.365990
 -120   2644  .1435113  -29    -97  20  1892  111 9
 -110  0.1779 1.746725  109  -35  436     22  514   84 9
 -110 2234  -187
 -109 -120   -1 6071.87200.71958  -21     8.020767   2.034272
 -112  - 4  -07    -64  718  -33     1.417810   0.   -8   -0.257-35  034     2.55425   31.986115
 -111  -2.634987
 -118   19  -45      5 -196  -2039
 -112 3032  -11.004043 8    --108 369    -98  -2   -66    -1.672340   0..082463 5    --108  6521
 -7   -60  -77     1.133120   -.87203.826217   26  321.003064  606  -91    -1.838902   2.836403
